arg-id,x,y,probability,cluster-id
A185001345000000036_3,8.217764,0.48874933,1.0,2
A185001345000000036_4,8.341813,0.82675815,0.0,2
A185001345000000036_5,9.614466,1.6462638,0.0,2
A185001345000000037_0,11.239184,1.2027152,0.0,5
A185001345000000037_1,13.476302,3.8077097,1.0,4
A185001345000000037_2,8.345374,5.9330964,0.6359113836166229,6
A185001345000000038_0,11.571636,1.7378188,0.3667129951848334,5
A185001345000000038_1,9.843671,5.8040566,1.0,6
A185001345000000038_2,8.618816,6.3179407,0.0,6
A185001345000000038_3,9.968526,0.6279586,0.598813138638413,2
A185001345000000039_0,8.313538,0.41583508,0.9143793010436659,2
A185001345000000039_1,8.031314,1.7321051,1.0,2
A185001345000000039_2,7.8216267,1.5864168,0.9416534936254334,2
A185001345000000039_3,10.715052,1.6827114,0.7224653461925442,5
A185001345000000039_4,11.677242,-0.12521355,1.0,5
A185001345000000039_5,10.045017,1.1289756,1.0,2
A185001345000000039_6,8.736872,0.25332946,1.0,2
A185001345000000040_0,9.402403,-1.0820744,0.8644170154512968,2
A185001345000000040_1,10.509237,6.846723,1.0,6
A185001345000000041_0,12.998379,1.4701483,1.0,5
A185001345000000041_1,11.475931,1.0688889,0.0,5
A185001345000000042_0,9.388678,4.636672,0.8225924270484651,0
A185001345000000042_1,9.667554,2.7959177,0.653520175268489,0
A185001345000000042_2,9.346821,1.1054068,0.0,2
A185001345000000042_3,8.67405,5.7176156,1.0,6
A185001345000000042_4,8.297961,5.71093,1.0,0
A185001345000000042_5,8.828296,6.2842026,1.0,6
A185001345000000042_6,5.1452985,7.0789256,1.0,0
A185001345000000042_7,5.3561363,7.15257,1.0,0
A185001345000000043_0,9.42244,4.2032075,1.0,0
A185001345000000044_0,9.504253,3.9122944,1.0,0
A185001345000000044_1,10.250882,3.637255,1.0,0
A185001345000000044_2,11.038457,6.4718094,1.0,6
A185001345000000044_3,9.404362,3.9391894,0.5295328482444625,0
A185001345000000044_4,10.033418,1.0812309,0.8850908594319731,2
A185001345000000044_5,11.051251,1.0357728,1.0,5
A185001345000000045_0,12.750396,1.551034,1.0,5
A185001345000000045_1,9.653323,-0.12602627,1.0,2
A185001345000000045_2,13.521684,3.8742518,1.0,4
A185001345000000045_3,8.746971,0.86613923,1.0,2
A185001345000000046_0,9.736157,2.8432705,0.8522881053981519,0
A185001345000000046_1,10.599395,6.2235494,1.0,6
A185001345000000046_2,8.370945,4.04569,0.0,0
A185001345000000046_3,8.130739,3.8448617,1.0,0
A185001345000000046_4,9.336762,0.6455964,1.0,2
A185001345000000046_5,8.706391,4.441987,1.0,0
A185001345000000046_6,8.524596,2.4686959,1.0,0
A185001345000000047_0,8.305386,7.36843,0.8796070675356706,1
A185001345000000047_1,8.489333,7.33048,1.0,1
A185001345000000047_2,8.512846,7.293898,1.0,1
A185001345000000047_3,7.816869,5.283144,1.0,0
A185001345000000047_4,5.2471147,6.631738,1.0,0
A185001345000000048_0,7.929814,3.0852368,1.0,0
A185001345000000048_1,11.962461,0.25511292,1.0,5
A185001345000000048_2,10.602367,4.4316816,1.0,6
A185001345000000048_3,7.466789,1.1506858,1.0,2
A185001345000000048_4,5.2738633,7.0547833,0.0,0
A185001345000000048_5,6.260314,6.2571507,0.0,0
A185001345000000049_0,9.249321,4.421625,0.0,0
A185001345000000049_1,9.535286,2.4712734,0.0,0
A185001345000000049_2,8.923258,3.7639072,1.0,0
A185001345000000049_3,6.5372014,6.8626175,1.0,0
A185001345000000049_4,8.569775,6.323363,1.0,6
A185001345000000049_5,5.367666,7.11252,1.0,0
A185001345000000050_0,11.459613,4.985651,0.8920084203221241,4
A185001345000000050_1,13.582569,2.2168553,1.0,5
A185001345000000051_0,11.40892,-0.6590995,0.0,5
A185001345000000051_1,10.829112,-0.40429616,1.0,5
A185001345000000051_2,12.455092,1.1739331,0.5568214360240166,5
A185001345000000051_3,12.078179,0.87188196,1.0,5
A185001345000000051_4,9.788244,0.107795805,0.8928862983893628,2
A185001345000000051_5,10.167844,2.591087,0.9592191367709068,0
A185001345000000052_0,7.4490213,2.7400448,1.0,0
A185001345000000052_1,8.514039,2.1885343,0.42976014059341583,2
A185001345000000053_0,8.507309,3.3500016,1.0,0
A185001345000000053_1,8.294918,2.385696,1.0,0
A185001345000000053_2,5.9357615,7.1474614,0.6627732759661268,0
A185001345000000053_3,5.084489,7.0719185,1.0,0
A185001345000000054_0,13.538784,3.8299427,0.8579863220077362,4
A185001345000000054_1,12.264457,1.1120431,1.0,5
A185001345000000054_2,8.578201,1.2769445,0.9967993303477889,2
A185001345000000055_0,9.44107,-1.0845106,1.0,2
A185001345000000055_1,9.163194,5.5471206,0.0,6
A185001345000000055_2,6.361195,7.052221,0.23709384439598818,0
A185001345000000055_3,8.312705,5.9145865,1.0,6
A185001345000000055_4,11.36263,2.4848797,1.0,5
A185001345000000055_5,5.0761843,7.600587,1.0,0
A185001345000000056_0,11.271086,0.90733045,1.0,5
A185001345000000056_1,10.65173,0.003717591,1.0,5
A185001345000000057_0,9.569812,4.0413904,1.0,0
A185001345000000057_1,12.396757,1.9993656,0.5422437210624795,5
A185001345000000057_2,9.42692,4.569331,0.0,0
A185001345000000057_3,9.571885,5.7895975,1.0,6
A185001345000000057_4,9.60199,3.6238286,1.0,0
A185001345000000058_0,10.656894,1.4405065,0.0,5
A185001345000000058_1,10.147478,2.1344888,0.7190151456985814,2
A185001345000000059_0,8.195377,2.0451734,1.0,2
A185001345000000059_1,13.305948,2.9128757,0.0,4
A185001345000000059_2,9.180246,4.8986034,1.0,0
A185001345000000059_3,12.403585,1.2051035,1.0,5
A185001345000000059_4,13.000204,2.4872289,0.0,5
A185001345000000060_0,10.882941,2.8384237,1.0,0
A185001345000000060_1,12.55055,4.4214287,0.6485633124593165,4
A185001345000000061_0,11.538035,3.7596445,1.0,4
A185001345000000061_1,13.256716,2.6706817,0.0,5
A185001345000000062_0,8.45612,4.261898,0.6811874769261641,0
A185001345000000062_1,8.245145,3.1526668,0.8652131171642657,0
A185001345000000063_0,8.776798,5.6136913,1.0,6
A185001345000000063_1,9.719831,1.2905163,1.0,2
A185001345000000064_0,13.728027,4.0912933,0.0,4
A185001345000000064_1,11.181251,-0.8171267,1.0,5
A185001345000000064_2,11.744556,-0.14179325,1.0,5
A185001345000000065_0,12.984086,2.1689658,0.0,5
A185001345000000065_1,8.55156,2.2518399,0.8036522784640243,2
A185001345000000066_0,9.465299,-1.0545323,0.6307424191725689,2
A185001345000000066_1,13.976341,2.4436836,0.0,5
A185001345000000067_0,10.752709,2.7598991,1.0,0
A185001345000000067_1,10.836111,0.9810486,1.0,5
A185001345000000068_0,7.9244833,3.1082551,1.0,0
A185001345000000068_1,8.353105,3.9398825,1.0,0
A185001345000000068_2,10.187758,4.603202,0.6751280845113495,6
A185001345000000068_3,8.56133,6.2856708,1.0,6
A185001345000000068_4,7.048936,4.105697,1.0,0
A185001345000000068_5,6.841743,4.0736856,0.6196088855075574,0
A185001345000000068_6,11.583647,2.5149448,1.0,5
A185001345000000068_7,11.586709,2.5464063,1.0,5
A185001345000000068_8,8.306063,6.466347,0.0,6
A185001345000000069_0,10.79448,6.4164014,0.0,6
A185001345000000069_1,11.101646,3.1677415,1.0,4
A185001345000000070_0,9.500595,0.06741857,0.0,2
A185001345000000070_1,8.9294,-0.41903785,0.6322181850456581,2
A185001345000000070_2,8.441718,6.26207,1.0,6
A185001345000000070_3,6.914624,4.243121,1.0,0
A185001345000000070_4,7.260405,3.9658537,1.0,0
A185001345000000071_0,9.103835,2.1676857,1.0,2
A185001345000000071_1,9.806328,2.0340247,0.9798517168715055,2
A185001345000000072_0,8.943197,0.2326188,0.8320266374152583,2
A185001345000000072_1,8.861694,0.093721785,1.0,2
A185001345000000072_2,7.8160386,2.771707,0.0,0
A185001345000000072_3,12.471255,0.7574546,0.8306333014520254,5
A185001345000000072_4,9.954242,0.78630006,0.6652622986655049,2
A185001345000000073_0,10.316914,1.8840827,0.9965858472426389,2
A185001345000000073_1,13.660612,3.6452322,1.0,4
A185001345000000073_2,12.14249,0.86903703,1.0,5
A185001345000000073_3,13.288163,4.3626013,0.0,4
A185001345000000074_0,10.14483,2.9332683,0.7262509615984114,0
A185001345000000074_1,8.751799,2.7745128,1.0,0
A185001345000000074_2,10.195967,2.1622713,0.9954975428629846,2
A185001345000000075_0,10.449868,4.182144,0.0,4
A185001345000000075_1,8.696836,5.509263,1.0,6
A185001345000000075_2,10.737736,0.86887616,1.0,5
A185001345000000075_3,10.574819,0.088262014,1.0,5
A185001345000000076_0,9.669784,5.9353175,1.0,6
A185001345000000076_1,9.464512,3.505948,0.0,0
A185001345000000076_2,9.90656,3.0044615,1.0,0
A185001345000000076_3,11.392836,1.3169986,0.9333543704163005,5
A185001345000000076_4,11.613926,1.4286976,0.8906973831125652,5
A185001345000000076_5,10.835792,3.3640184,1.0,4
A185001345000000076_6,8.910744,0.96007395,0.6896587327800083,2
A185001345000000077_0,11.354135,4.44855,1.0,4
A185001345000000077_1,9.437417,6.769404,1.0,6
A185001345000000077_2,8.857663,1.0762311,1.0,2
A185001345000000078_0,9.541727,6.444116,0.0,6
A185001345000000078_1,8.1688595,0.40314633,0.0,2
A185001345000000079_0,9.621761,3.1412277,1.0,0
A185001345000000079_1,8.922341,5.3700895,0.0,6
A185001345000000079_2,8.848676,5.460702,0.0,6
A185001345000000079_3,9.964576,4.2241707,1.0,0
A185001345000000081_0,9.179707,4.58539,0.0,0
A185001345000000081_1,9.827389,1.8076733,1.0,2
A185001345000000082_0,10.602232,4.167208,1.0,4
A185001345000000082_1,11.916245,3.3476017,0.0,4
A185001345000000083_0,11.955115,3.1109352,0.0,4
A185001345000000083_1,10.585471,0.03512025,1.0,5
A185001345000000083_2,9.1249895,3.8908343,1.0,0
A185001345000000083_3,10.276243,6.8611245,1.0,6
A185001345000000083_4,10.810618,0.49942502,0.0,5
A185001345000000084_0,9.744852,2.9241722,1.0,0
A185001345000000084_1,8.719535,4.777314,0.6046213208543779,0
A185001345000000084_2,8.193921,3.7574022,1.0,0
A185001345000000084_3,8.655047,5.008288,0.5454526810351553,0
A185001345000000084_4,8.358417,2.1325617,0.0,2
A185001345000000085_0,10.691384,4.845792,0.0,6
A185001345000000085_1,6.9581203,3.8979387,0.9837237153223231,0
A185001345000000085_2,7.0119157,4.1336575,0.8901658444643836,0
A185001345000000085_3,8.5573435,6.390184,0.0,6
A185001345000000085_4,11.913682,4.0044336,1.0,4
A185001345000000086_0,9.021365,1.271587,1.0,2
A185001345000000086_1,10.575163,-0.21434271,0.9636626301082472,5
A185001345000000086_2,8.4859705,1.438246,1.0,2
A185001345000000086_3,8.862723,1.1303506,0.997054238039541,2
A185001345000000087_0,12.179561,4.374405,0.0,4
A185001345000000087_1,14.047508,2.434093,0.909884950832603,5
A185001345000000088_0,8.585518,3.3311534,1.0,0
A185001345000000088_1,7.2296877,3.872461,1.0,0
A185001345000000088_2,10.977095,1.7283181,0.6689714783145473,5
A185001345000000089_0,9.392651,0.89340717,1.0,2
A185001345000000089_1,11.939511,3.927706,1.0,4
A185001345000000090_0,8.452403,7.288929,0.7535804401770185,1
A185001345000000090_1,7.9359117,4.9819965,1.0,0
A185001345000000090_2,11.0023,2.483379,0.0,5
A185001345000000090_3,11.287123,2.3485973,0.0,5
A185001345000000090_4,8.574201,6.494819,1.0,6
A185001345000000090_5,8.610119,5.8827643,0.7989527757592616,6
A185001345000000090_6,8.100219,0.53475595,0.826377429617768,2
A185001345000000091_0,7.6731954,3.598899,1.0,0
A185001345000000091_1,9.137743,3.677243,1.0,0
A185001345000000091_2,9.549659,3.6013746,1.0,0
A185001345000000091_3,6.8158493,3.933769,1.0,0
A185001345000000091_4,9.989062,2.3137124,0.7356516621475983,2
A185001345000000091_5,9.397265,2.9329946,0.9023398478154836,0
A185001345000000092_0,7.8765025,3.0352075,1.0,0
A185001345000000092_1,7.8200827,3.0732923,0.7430579461563888,0
A185001345000000093_0,9.678382,4.927508,1.0,6
A185001345000000093_1,9.046314,4.4511538,1.0,0
A185001345000000094_0,11.337281,0.9012329,1.0,5
A185001345000000094_1,8.481375,-0.071519926,0.0,2
A185001345000000095_0,13.546141,2.0177898,1.0,5
A185001345000000095_1,8.581269,3.6436353,0.8474239610570435,0
A185001345000000095_2,10.005683,0.09300963,0.25058498227161824,2
A185001345000000095_3,7.854892,5.4110947,0.0,0
A185001345000000095_4,11.992538,3.8879786,1.0,4
A185001345000000096_0,9.936389,5.238869,0.0,6
A185001345000000096_1,5.7949157,7.402068,0.0,0
A185001345000000096_2,5.557459,7.493838,0.6468958970082967,0
A185001345000000096_3,8.19796,0.7569665,1.0,2
A185001345000000097_0,13.087822,4.162986,0.8770672558014326,4
A185001345000000097_1,10.0978,3.2671034,1.0,0
A185001345000000097_2,9.7646,3.3496404,0.47322504545021854,0
A185001345000000097_3,9.47692,4.046828,1.0,0
A185001345000000097_4,10.878558,6.2689176,1.0,6
A185001345000000097_5,12.478734,4.4405875,0.809635747305259,4
A185001345000000097_6,12.320835,4.464951,0.0,4
A185001345000000097_7,10.276679,2.8184922,1.0,0
A185001345000000098_0,10.503098,4.7951794,1.0,6
A185001345000000098_1,5.913904,7.178071,1.0,0
A185001345000000099_0,10.957981,3.0674467,0.0,4
A185001345000000099_1,11.354886,-0.6380117,0.0,5
A185001345000000099_2,13.623822,4.1920733,0.0,4
A185001345000000100_0,9.710274,6.473647,0.7289476433047618,6
A185001345000000100_1,9.453627,2.135573,0.0,2
A185001345000000100_2,9.892618,4.767662,1.0,6
A185001345000000100_3,10.081442,3.041794,0.7677104766828953,0
A185001345000000100_4,10.126294,2.8907607,1.0,0
A185001345000000100_5,9.787502,1.5190681,0.9910101530919193,2
A185001345000000101_0,9.350005,-0.60416144,1.0,2
A185001345000000101_1,9.167926,4.2987647,0.7525004742233472,0
A185001345000000101_2,10.049269,0.7640774,0.8474754643021789,2
A185001345000000101_3,8.844408,1.8070874,1.0,2
A185001345000000101_4,9.168671,1.0777194,0.9423292008864912,2
A185001345000000101_5,10.702159,1.040346,0.5374378006655047,5
A185001345000000101_6,8.893153,0.78180844,0.7682979583121057,2
A185001345000000102_0,10.471792,6.6400046,0.0,6
A185001345000000102_1,9.034216,5.3326397,0.0,6
A185001345000000102_2,9.108717,5.1839952,0.7055320590086159,6
A185001345000000102_3,9.746526,7.032933,0.7192405057531722,6
A185001345000000103_0,8.1941595,3.158879,1.0,0
A185001345000000103_1,9.119795,0.9580008,1.0,2
A185001345000000103_2,7.4573565,2.9242923,1.0,0
A185001345000000103_3,5.1793103,6.6916685,0.7008737605413532,0
A185001345000000104_0,8.280673,0.69123703,0.0,2
A185001345000000104_1,7.7022243,1.7947423,0.0,2
A185001345000000105_0,7.5193863,2.7206752,0.8834371075942561,0
A185001345000000105_1,9.711771,2.6761558,0.49531063692774924,0
A185001345000000105_2,10.209921,4.3313327,0.8540781764658486,6
A185001345000000105_3,9.84357,1.8288478,1.0,2
A185001345000000105_4,8.56364,0.13682535,0.0,2
A185001345000000106_0,9.716531,5.276977,1.0,6
A185001345000000107_0,9.720194,2.711489,0.5560684861891877,0
A185001345000000107_1,8.220738,0.7666035,0.7405324954720445,2
A185001345000000107_2,9.38317,-1.0615338,1.0,2
A185001345000000107_3,8.1377325,1.9007671,1.0,2
A185001345000000108_0,8.288206,4.602877,1.0,0
A185001345000000108_1,7.158367,3.113758,1.0,0
A185001345000000108_2,7.352406,3.420378,0.0,0
A185001345000000108_3,7.4927707,3.0873048,1.0,0
A185001345000000109_0,10.325035,3.5714784,1.0,0
A185001345000000109_1,13.501805,3.8091838,0.9732821727028977,4
A185001345000000110_0,13.279726,4.130523,1.0,4
A185001345000000110_1,10.464023,4.910859,1.0,6
A185001345000000111_0,9.636328,6.5846825,0.9855811785758944,6
A185001345000000111_1,12.603266,3.7753968,1.0,4
A185001345000000111_2,9.662344,6.644954,0.983735388238464,6
A185001345000000111_3,8.660756,0.344935,0.0,2
A185001345000000112_0,10.412337,2.2742817,1.0,5
A185001345000000112_1,11.723828,2.4224324,1.0,5
A185001345000000112_2,8.419729,7.3056555,0.9934395262547216,1
A185001345000000112_3,8.047686,5.7455916,0.7647416583578548,0
A185001345000000112_4,8.154164,5.913477,1.0,6
A185001345000000112_5,12.079119,2.508605,0.8302886660315387,4
A185001345000000112_6,8.429911,7.331112,1.0,1
A185001345000000112_7,12.067917,2.579249,1.0,4
A185001345000000113_0,13.325073,1.854094,1.0,5
A185001345000000113_1,11.023325,3.3281932,0.7812948207006186,4
A185001345000000113_2,11.442138,3.608338,1.0,4
A185001345000000113_3,11.111326,3.9262128,0.9210308706090005,4
A185001345000000113_4,12.747666,1.2506307,0.6110037380972638,5
A185001345000000113_5,12.69703,0.8866931,0.0,5
A185001345000000113_6,12.89398,3.491772,1.0,4
A185001345000000113_7,11.331552,2.1223836,0.6948169533959012,5
A185001345000000114_0,8.956639,4.166682,1.0,0
A185001345000000114_1,10.188064,2.005857,1.0,2
A185001345000000114_2,8.508723,2.3639097,0.0,0
A185001345000000114_3,11.774131,-0.06861457,1.0,5
A185001345000000114_4,9.096039,0.8970059,1.0,2
A185001345000000115_0,8.268235,5.0177827,0.0,0
A185001345000000115_1,11.07806,1.7665964,1.0,5
A185001345000000115_2,8.251543,5.411428,1.0,0
A185001345000000115_3,8.432024,1.3422829,1.0,2
A185001345000000116_0,13.757264,2.248769,1.0,5
A185001345000000116_1,10.52684,1.0768902,0.7344037314155183,5
A185001345000000117_0,9.979146,1.1727903,1.0,2
A185001345000000117_1,10.992587,3.1210442,1.0,4
A185001345000000117_2,10.616433,0.08513488,1.0,5
A185001345000000117_3,5.2765527,6.7054453,1.0,0
A185001345000000117_4,9.003787,0.43731683,1.0,2
A185001345000000118_0,6.3715725,6.9323945,0.3270043078482873,0
A185001345000000119_0,8.655999,3.685807,1.0,0
A185001345000000120_0,9.991744,3.066113,0.0,0
A185001345000000120_1,11.2366705,1.9537865,1.0,5
A185001345000000120_2,10.848193,5.6678724,1.0,6
A185001345000000120_3,10.569224,6.336957,0.0,6
A185001345000000120_4,10.103839,2.7674472,0.5895814970490569,0
A185001345000000120_5,10.02118,2.9622998,0.44439363367222884,0
A185001345000000120_6,8.77347,0.26622605,1.0,2
A185001345000000120_7,9.194547,4.4405904,1.0,0
A185001345000000121_0,8.674103,3.633956,1.0,0
A185001345000000121_1,9.090541,0.12193553,0.5813578507375307,2
A185001345000000122_0,8.15722,5.8919754,1.0,6
A185001345000000122_1,8.422926,7.3463144,1.0,1
A185001345000000123_0,5.287394,6.4993725,0.0,0
A185001345000000123_1,10.333144,1.8140087,0.7545210541900479,2
A185001345000000124_0,11.538844,0.30627188,1.0,5
A185001345000000124_1,11.637302,0.9758921,0.9018215993468295,5
A185001345000000124_2,10.870997,1.8152605,1.0,5
A185001345000000125_0,7.7969675,3.2707484,1.0,0
A185001345000000125_1,7.8927503,4.939275,0.9323876319739552,0
A185001345000000125_2,8.668413,0.8205881,1.0,2
A185001345000000125_3,10.918902,0.3349959,1.0,5
A185001345000000125_4,11.239832,0.34149647,0.609211895715505,5
A185001345000000125_5,10.903502,1.5052375,0.9230167185147972,5
A185001345000000126_0,10.690455,6.273229,1.0,6
A185001345000000126_1,9.821481,7.025384,0.30743250783486453,6
A185001345000000127_0,9.373789,-1.1157109,0.570143006410484,2
A185001345000000127_1,9.093751,5.7097464,0.7770756142410262,6
A185001345000000128_0,5.596934,6.591296,1.0,0
A185001345000000128_1,7.6214705,5.6368375,0.46004584867287857,0
A185001345000000128_2,7.4742017,2.7436547,1.0,0
A185001345000000129_0,9.236732,4.388758,0.0,0
A185001345000000129_1,7.6896143,5.1927867,0.8436156719057871,0
A185001345000000129_2,9.135076,5.115391,0.726390023404365,6
A185001345000000129_3,11.761103,2.551022,0.0,5
A185001345000000130_0,9.827666,3.407841,1.0,0
A185001345000000130_1,11.024506,6.6110387,1.0,6
A185001345000000131_0,10.679683,0.21111971,1.0,5
A185001345000000131_1,9.867741,1.4084996,1.0,2
A185001345000000132_0,10.072489,4.7081413,0.5397336995573061,6
A185001345000000132_1,9.629339,6.250753,0.0,6
A185001345000000133_0,10.255791,2.6434271,1.0,0
A185001345000000133_1,10.691403,3.1432297,0.7662276347279146,0
A185001345000000133_2,10.203159,2.6119778,1.0,0
A185001345000000133_3,11.025797,0.050773244,1.0,5
A185001345000000134_0,10.624368,4.486509,0.5183287989574209,6
A185001345000000134_1,10.617734,1.1744798,1.0,5
A185001345000000134_2,10.795132,1.3630289,0.0,5
A185001345000000135_0,9.513402,3.9396274,1.0,0
A185001345000000135_1,10.800119,1.2994853,0.0,5
A185001345000000136_0,9.33976,4.2308803,0.7237848012988572,0
A185001345000000136_1,9.704672,1.4612073,1.0,2
A185001345000000137_0,9.717919,5.218092,1.0,6
